zmw,1,2,3,4,5,6,7,8,9,10,11
m84046_240619_124816_s1/157423488/ccs,0,0,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/210373148/ccs,1,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/149424880/ccs,0,0,0,0,0,1,1,0,0,0,-1
m84046_240619_124816_s1/81727327/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/192941983/ccs,0,0,0,1,0,0,0,0,1,0,-1
m84046_240619_124816_s1/7669326/ccs,1,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/119214720/ccs,1,0,0,1,1,0,1,0,1,1,1
m84046_240619_124816_s1/198053858/ccs,1,0,0,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/85197724/ccs,0,0,1,0,1,0,0,1,1,0,-1
m84046_240619_124816_s1/244322943/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/104858406/ccs,1,1,1,0,1,0,0,0,0,0,-1
m84046_240619_124816_s1/15274451/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/145232724/ccs,1,1,1,0,0,0,0,1,0,0,-1
m84046_240619_124816_s1/100209674/ccs,0,0,0,0,0,0,1,0,1,1,1
m84046_240619_124816_s1/38145394/ccs,1,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/38669186/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/32249402/ccs,0,0,0,0,0,0,0,0,1,0,0
m84046_240619_124816_s1/247534921/ccs,1,1,0,0,1,1,1,1,1,0,1
m84046_240619_124816_s1/70717167/ccs,1,1,1,0,1,1,1,0,0,1,1
m84046_240619_124816_s1/20449649/ccs,1,0,1,1,0,0,0,1,1,1,-1
m84046_240619_124816_s1/139987786/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/11342591/ccs,1,0,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/122819966/ccs,1,1,1,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/222364590/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/174129417/ccs,0,0,0,0,1,1,1,0,1,0,0
m84046_240619_124816_s1/159387027/ccs,1,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/236196168/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/208997843/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/49025149/ccs,0,0,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/38078862/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/31720464/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/91492556/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/199295245/ccs,1,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/43912838/ccs,1,1,1,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/217257354/ccs,1,0,0,1,0,1,1,1,1,0,1
m84046_240619_124816_s1/224007653/ccs,0,0,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/13305291/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/67767357/ccs,1,0,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/78647452/ccs,1,1,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/158533588/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/203231057/ccs,1,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/170526182/ccs,1,0,1,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/39847975/ccs,0,0,0,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/59967260/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/199364577/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/84608366/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/191631472/ccs,0,0,0,0,0,1,1,0,1,1,1
m84046_240619_124816_s1/34081469/ccs,0,0,0,0,0,0,0,1,0,0,-1
m84046_240619_124816_s1/189401713/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/238293605/ccs,1,1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/229246145/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/130353828/ccs,1,1,1,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/117639373/ccs,1,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/109710960/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/211355664/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/151000174/ccs,1,1,0,1,0,1,0,0,0,0,1
m84046_240619_124816_s1/107550221/ccs,0,0,0,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/115151689/ccs,1,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/233244613/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/143593891/ccs,0,0,0,0,0,1,0,0,1,1,1
m84046_240619_124816_s1/64033985/ccs,1,1,0,0,1,0,0,1,1,0,1
m84046_240619_124816_s1/206247405/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/231867967/ccs,-1,-1,-1,-1,1,0,0,0,0,0,1
m84046_240619_124816_s1/140710869/ccs,0,0,0,1,0,0,0,0,1,1,-1
m84046_240619_124816_s1/156701880/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/234291862/ccs,0,0,0,1,0,1,0,1,0,0,-1
m84046_240619_124816_s1/242093415/ccs,0,0,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/114296282/ccs,1,1,0,0,0,1,1,0,0,1,1
m84046_240619_124816_s1/205132934/ccs,0,0,1,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/64231008/ccs,0,0,0,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/35852236/ccs,1,0,0,0,1,0,0,1,1,1,1
m84046_240619_124816_s1/144114838/ccs,1,0,0,1,1,0,0,0,1,0,-1
m84046_240619_124816_s1/124261337/ccs,1,1,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/181930300/ccs,0,0,0,0,1,0,0,1,0,1,1
m84046_240619_124816_s1/19928468/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/143068207/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/206507734/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/162664816/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/159909455/ccs,0,0,0,1,0,1,1,1,0,0,0
m84046_240619_124816_s1/235145959/ccs,1,1,0,0,0,0,0,0,0,1,-1
m84046_240619_124816_s1/186319051/ccs,0,0,0,1,0,1,0,0,0,0,1
m84046_240619_124816_s1/43717407/ccs,0,1,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/243340729/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/117049588/ccs,0,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/263392448/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/63505197/ccs,1,0,0,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/196216856/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/68747426/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/56232319/ccs,0,0,0,0,0,0,0,1,0,0,0
m84046_240619_124816_s1/13043624/ccs,1,0,1,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/21627363/ccs,0,0,0,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/18812387/ccs,0,0,0,1,1,1,1,0,0,0,1
m84046_240619_124816_s1/177149048/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/120459390/ccs,1,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/76746183/ccs,0,0,0,1,0,1,1,0,1,1,1
m84046_240619_124816_s1/158667487/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/69014146/ccs,1,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/21825783/ccs,1,1,1,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/193332640/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/211949332/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/159716063/ccs,1,1,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/176295938/ccs,0,0,1,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/115213782/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/12586435/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/227675989/ccs,1,0,0,1,1,0,0,0,1,1,1
m84046_240619_124816_s1/140314479/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/190122630/ccs,0,0,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/60626194/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/66392816/ccs,1,1,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/85526925/ccs,0,0,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/251924717/ccs,0,0,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/256247398/ccs,0,0,1,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/166658555/ccs,1,0,0,1,0,0,0,0,0,0,-1
m84046_240619_124816_s1/234296819/ccs,1,1,0,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/27920925/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/28709468/ccs,0,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/145624787/ccs,1,1,0,0,0,1,1,0,-1,-1,-1
m84046_240619_124816_s1/180356227/ccs,1,1,1,0,0,0,1,0,0,0,-1
m84046_240619_124816_s1/192485228/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/185603024/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/41224997/ccs,0,0,0,0,0,0,1,0,0,0,-1
m84046_240619_124816_s1/166071475/ccs,1,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/62658093/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/168889287/ccs,1,0,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/245894863/ccs,1,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/255591758/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/199690409/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/24908874/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/128060472/ccs,1,1,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/179896953/ccs,1,1,0,0,0,0,0,0,0,1,-1
m84046_240619_124816_s1/156632956/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/132911251/ccs,0,0,0,1,0,0,0,0,0,0,0
m84046_240619_124816_s1/260115987/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/158335170/ccs,0,0,1,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/149623305/ccs,0,0,0,1,1,1,1,0,1,1,1
m84046_240619_124816_s1/183310136/ccs,0,0,0,0,0,0,1,0,0,0,0
m84046_240619_124816_s1/178390572/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/212930224/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/54398624/ccs,1,1,1,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/144969415/ccs,0,0,0,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/219944123/ccs,1,1,1,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/112461470/ccs,0,0,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/165415002/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/140641937/ccs,0,0,0,0,0,0,0,1,-1,-1,-1
m84046_240619_124816_s1/179179823/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/208012044/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/199756816/ccs,0,0,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/167514872/ccs,-1,-1,-1,-1,1,1,1,1,1,0,1
m84046_240619_124816_s1/167646869/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/207491143/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/29167783/ccs,1,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/87691229/ccs,1,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/10097660/ccs,1,0,1,0,0,1,1,1,0,1,1
m84046_240619_124816_s1/255593768/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/161682959/ccs,0,0,0,1,1,1,1,0,0,0,1
m84046_240619_124816_s1/127074929/ccs,-1,-1,-1,1,1,1,1,0,1,1,0
m84046_240619_124816_s1/109054419/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/70850194/ccs,0,0,0,0,0,0,0,0,1,0,-1
m84046_240619_124816_s1/108860491/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/110431201/ccs,1,1,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/140378511/ccs,-1,-1,-1,1,0,0,-1,-1,-1,0,-1
m84046_240619_124816_s1/163054283/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/203230922/ccs,1,1,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/64817416/ccs,1,0,0,1,1,0,1,0,0,1,1
m84046_240619_124816_s1/45551881/ccs,0,0,0,1,0,1,1,0,0,0,1
m84046_240619_124816_s1/31919561/ccs,1,1,1,0,1,0,1,1,0,0,1
m84046_240619_124816_s1/164693001/ccs,1,0,0,0,1,1,1,0,1,0,1
m84046_240619_124816_s1/24055280/ccs,1,0,0,1,1,1,0,0,1,0,-1
m84046_240619_124816_s1/242549996/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/104595704/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/212864463/ccs,1,1,0,0,0,0,0,0,1,0,0
m84046_240619_124816_s1/89200092/ccs,0,0,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/55709236/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/257495771/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/57345037/ccs,0,0,0,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/254152411/ccs,0,0,0,0,0,0,0,1,0,0,0
m84046_240619_124816_s1/95883469/ccs,1,1,0,0,0,0,1,1,0,0,-1
m84046_240619_124816_s1/215548541/ccs,-1,-1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/136447435/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/149163323/ccs,1,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/185338506/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/106237236/ccs,0,0,0,0,0,1,0,1,0,0,-1
m84046_240619_124816_s1/5834947/ccs,1,1,1,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/102962932/ccs,0,0,0,0,0,1,1,1,0,0,1
m84046_240619_124816_s1/192220586/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/189599780/ccs,0,0,0,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/112268799/ccs,0,0,0,0,1,1,1,0,0,1,1
m84046_240619_124816_s1/61412732/ccs,0,1,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/104599657/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/113246821/ccs,1,1,1,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/236458105/ccs,1,0,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/143068639/ccs,0,0,1,0,1,1,1,1,0,0,1
m84046_240619_124816_s1/90638600/ccs,1,0,0,1,1,0,0,1,1,1,1
m84046_240619_124816_s1/108269612/ccs,0,0,0,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/25823602/ccs,0,0,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/216728427/ccs,1,1,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/115016813/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/104595714/ccs,0,0,0,0,0,0,1,0,1,0,-1
m84046_240619_124816_s1/111084340/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/146081503/ccs,0,0,1,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/249500952/ccs,0,0,1,0,1,1,1,0,1,0,1
m84046_240619_124816_s1/56561054/ccs,1,0,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/244452581/ccs,0,0,0,1,0,1,1,0,0,1,1
m84046_240619_124816_s1/28902330/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/229705846/ccs,0,0,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/92078985/ccs,1,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/214766918/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/37688118/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/54264047/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/167183063/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/23267205/ccs,1,1,0,1,0,1,0,0,0,0,1
m84046_240619_124816_s1/259985258/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/158076827/ccs,1,0,0,1,0,1,1,0,1,0,1
m84046_240619_124816_s1/32969001/ccs,1,1,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/221842675/ccs,1,1,0,0,0,0,1,0,0,1,-1
m84046_240619_124816_s1/188353939/ccs,1,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/155062950/ccs,1,0,1,1,0,0,1,1,0,0,1
m84046_240619_124816_s1/229380029/ccs,0,0,0,0,0,1,0,0,0,0,0
m84046_240619_124816_s1/212996442/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/71832456/ccs,0,0,0,1,1,0,1,1,1,0,-1
m84046_240619_124816_s1/241697142/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/45224118/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/212274783/ccs,1,1,1,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/247075031/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/107091791/ccs,1,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/155911672/ccs,0,1,0,0,1,0,1,0,0,0,-1
m84046_240619_124816_s1/108464198/ccs,0,0,0,0,0,1,0,1,0,1,1
m84046_240619_124816_s1/183176732/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/195757125/ccs,1,0,1,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/102827811/ccs,1,1,1,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/64619592/ccs,1,1,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/151455989/ccs,0,0,0,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/55838458/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/87032936/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/86315058/ccs,0,0,1,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/169738826/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/168363359/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/175573161/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/16908945/ccs,0,0,1,1,1,1,0,0,1,0,-1
m84046_240619_124816_s1/40896282/ccs,1,0,0,0,0,0,0,1,-1,-1,0
m84046_240619_124816_s1/172492619/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/171969305/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/133763180/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/227346228/ccs,0,0,0,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/230753960/ccs,1,1,1,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/85723357/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/9699939/ccs,1,1,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/124000069/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/232132203/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/167838164/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/253166787/ccs,0,0,0,0,0,1,1,0,0,0,1
m84046_240619_124816_s1/51447775/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/219481570/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/47514310/ccs,1,1,1,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/63574726/ccs,0,0,0,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/159580891/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/239996763/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/122225429/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/220335478/ccs,1,1,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/196677295/ccs,1,1,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/87887678/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/57741650/ccs,0,0,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/207686590/ccs,0,0,0,1,0,1,1,0,1,1,1
m84046_240619_124816_s1/196937047/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/259330806/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/171906768/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/163648313/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/244912749/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/210507182/ccs,1,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/150804104/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/192611617/ccs,1,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/67244390/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/115673428/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/59050698/ccs,1,1,0,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/23266772/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/176554949/ccs,0,0,0,0,0,0,1,0,0,-1,-1
m84046_240619_124816_s1/47975530/ccs,0,0,0,0,1,0,0,0,1,0,-1
m84046_240619_124816_s1/164038990/ccs,0,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/135857376/ccs,1,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/158532972/ccs,1,1,0,0,0,0,0,0,1,0,-1
m84046_240619_124816_s1/123407884/ccs,1,1,1,0,0,1,0,1,1,0,1
m84046_240619_124816_s1/100405163/ccs,0,0,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/36246617/ccs,0,0,0,1,0,1,0,0,1,0,-1
m84046_240619_124816_s1/118755352/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/76350176/ccs,1,0,1,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/158667019/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/27789043/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/23789992/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/264309217/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/215089399/ccs,0,0,0,0,0,0,1,0,1,1,1
m84046_240619_124816_s1/224007497/ccs,0,0,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/118230347/ccs,0,0,0,1,0,1,0,0,1,1,1
m84046_240619_124816_s1/140443974/ccs,1,1,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/240651238/ccs,1,1,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/58986040/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/139593166/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/237508200/ccs,1,1,0,0,0,0,0,0,1,0,-1
m84046_240619_124816_s1/163447848/ccs,0,0,0,0,0,0,0,0,1,0,0
m84046_240619_124816_s1/197264421/ccs,0,0,0,1,0,0,1,1,0,0,1
m84046_240619_124816_s1/95623078/ccs,0,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/116130362/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/237704993/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/75891724/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/9307329/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/123146449/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/101385227/ccs,1,1,1,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/210308284/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/146015323/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/72025641/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/41489909/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/141035997/ccs,1,1,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/36835973/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/75107705/ccs,1,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/154796226/ccs,1,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/89394405/ccs,1,1,1,1,1,1,1,0,0,0,1
m84046_240619_124816_s1/58658824/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/89458878/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/11931816/ccs,1,1,0,1,0,1,0,1,1,1,1
m84046_240619_124816_s1/97454061/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/100733861/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/168232242/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/94635502/ccs,1,1,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/189536158/ccs,1,0,0,0,0,0,0,0,0,0,1
